,ID,ResDensity,N_TraitValue,Habitat,Res_MovementDimensionality,Con_MovementDimensionality,ConTaxa,ResTaxa
1181,39940,84.0,5.36e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1182,39940,84.0,4.8599999999999995e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1183,39940,84.0,4.45e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1184,39940,145.0,8.120000000000001e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1185,39940,145.0,8.62e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1186,39940,145.0,9.120000000000001e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1187,39940,145.0,9.449999999999999e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1188,39940,145.0,9.790000000000001e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1189,39940,145.0,0.000101229,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1190,39940,145.0,0.000103736,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1191,39940,145.0,0.00010791,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1192,39940,145.0,0.000100396,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1193,39940,145.0,9.54e-05,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1194,39940,290.0,0.00014629200000000001,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1195,39940,290.0,0.000151302,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1196,39940,290.0,0.000154646,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1197,39940,290.0,0.00015798600000000002,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1198,39940,290.0,0.00016299999999999998,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1199,39940,290.0,0.00016467,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1200,39940,290.0,0.000170517,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1201,39940,290.0,0.00017386099999999998,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1202,39940,290.0,0.00017302099999999998,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1203,39940,290.0,0.000174694,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1204,39940,591.0,0.000170448,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1205,39940,591.0,0.000172955,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1206,39940,591.0,0.000177965,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1207,39940,591.0,0.000189663,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1208,39940,591.0,0.00020052400000000002,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1209,39940,591.0,0.000210549,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1210,39940,591.0,0.000238118,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1211,39940,591.0,0.000231434,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1212,39940,591.0,0.00024313200000000002,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1213,39940,591.0,0.000231438,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1214,39940,1131.0,0.00017863900000000002,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1215,39940,1131.0,0.000227094,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1216,39940,1131.0,0.000259677,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1217,39940,1131.0,0.000306458,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1218,39940,1131.0,0.00035909,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1219,39940,1131.0,0.00035658699999999995,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1220,39940,1131.0,0.000307292,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1221,39940,1131.0,0.000260514,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1222,39940,1131.0,0.000229604,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1223,39940,1131.0,0.000265524,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1224,39940,2172.0,0.000446569,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1225,39940,2172.0,0.00043153099999999997,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1226,39940,2172.0,0.00038141,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1227,39940,2172.0,0.000337965,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1228,39940,2172.0,0.000327941,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1229,39940,2172.0,0.000333788,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1230,39940,2172.0,0.00033796900000000003,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1231,39940,2172.0,0.00038475,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1232,39940,2172.0,0.000340472,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1233,39940,2172.0,0.000378906,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1234,39940,3716.0,0.00031574,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1235,39940,3716.0,0.000377556,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1236,39940,3716.0,0.00038842,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1237,39940,3716.0,0.00039761099999999997,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1238,39940,3716.0,0.000495351,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1239,39940,3716.0,0.000404292,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1240,39940,3716.0,0.000390924,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1241,39940,3716.0,0.000373375,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1242,39940,3716.0,0.000396774,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1243,39940,3716.0,0.00036837199999999995,Marine,sessile,2D,Calliopius laeviusculus (Kryer 1838),Mallotus villosus Mller 1776
1244,39941,1.3927,0.003467611,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1245,39941,1.4019,0.005410333000000001,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1246,39941,5.3214,0.0059885830000000004,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1247,39941,5.3314,0.00808075,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1248,39941,11.3687,0.008797889,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1249,39941,11.38,0.011188917,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1250,39941,23.3595,0.014865333,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1251,39941,23.2273,0.009336583,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1252,39941,55.0457,0.022179638999999998,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1253,39942,1.063,0.002709583,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1254,39942,1.0668,0.00471625,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1255,39942,1.7072,0.007687222,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1256,39942,3.875,0.007309166999999999,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1257,39942,3.8809,0.010430667,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1258,39942,9.7151,0.018960333,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1259,39942,9.9199,0.015317972,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1260,39942,8.3524,0.025430361000000002,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1261,39942,22.1536,0.023605638999999998,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1262,39942,22.1586,0.026281167,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1263,39942,51.8632,0.04336125,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1264,39942,51.4466,0.046781277999999996,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1265,39942,90.3698,0.044212944000000004,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1266,39942,89.5882,0.05038394400000001,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1267,39942,3.0708,0.018574417,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1268,39942,3.428,0.02090075,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1269,39942,7.0612,0.042964833,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1270,39942,6.7164,0.047011332999999995,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1271,39942,15.3907,0.045413944000000005,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1272,39942,41.0747,0.06873488900000001,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1273,39942,63.5962,0.071194167,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1274,39942,64.1111,0.082143417,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1275,39943,1.3347,0.012829472,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1276,39943,1.2844,0.017283472,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1277,39943,2.8975,0.050721111,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1278,39943,2.8481,0.056511610999999996,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1279,39943,8.2814,0.089788917,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1280,39943,8.9529,0.061066167000000005,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1281,39943,19.4691,0.077275361,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1282,39943,21.296,0.113166667,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1283,39943,49.3433,0.16307349999999998,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1284,39943,51.0093,0.196289278,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1285,39943,141.1517,0.269930083,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1286,39943,142.1708,0.287097861,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1287,39944,1.3913,0.043216194000000006,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1288,39944,3.4505,0.057608861,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1289,39944,1.507,0.062453583,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1290,39944,2.7751,0.07279011099999999,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1291,39944,1.6247,0.08482200000000001,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1292,39944,5.3365,0.139533722,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1293,39944,12.5088,0.269969417,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1294,39944,12.0599,0.314232444,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1295,39944,12.3442,0.35270927799999996,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1296,39944,26.0443,0.39886263899999996,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1297,39944,24.6997,0.440407306,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1298,39944,26.043000000000003,0.49189625,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1299,39944,49.9759,0.495954944,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1300,39944,49.6457,0.46955277799999995,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1301,39944,51.9661,0.480824639,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1302,39944,57.0501,0.44881777799999995,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1303,39944,56.5431,0.387968417,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1304,39944,58.0625,0.377292667,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1305,39944,71.1554,0.466808361,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1306,39944,70.1815,0.512840167,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1307,39944,69.4054,0.5360685000000001,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1308,39944,90.8016,0.51811225,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1309,39944,89.5756,0.583814472,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1310,39944,90.3294,0.615600389,Marine,3D,3D,Philine aperta (Linnaeus 1767),Isochrysis galbana Parke
1311,39945,5.0,1.11e-05,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Nilaparvata lugens (Stl 1854)
1312,39945,10.0,3.11e-05,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Nilaparvata lugens (Stl 1854)
1313,39945,20.0,7.670000000000001e-05,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Nilaparvata lugens (Stl 1854)
1314,39945,30.0,7.120000000000001e-05,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Nilaparvata lugens (Stl 1854)
1315,39945,60.0,6.790000000000001e-05,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Nilaparvata lugens (Stl 1854)
1316,39946,5.0,3.81e-05,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Cyrtorhinus lividipennis Reuter 1885
1317,39946,10.0,8.62e-05,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Cyrtorhinus lividipennis Reuter 1885
1318,39946,20.0,0.000155829,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Cyrtorhinus lividipennis Reuter 1885
1319,39946,30.0,0.000230888,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Cyrtorhinus lividipennis Reuter 1885
1320,39946,60.0,0.00025115900000000004,Terrestrial,2D,2D,Pardosa pseudoannulata (Boesenberg et Strand),Cyrtorhinus lividipennis Reuter 1885
1321,39947,1800.0,5.9e-05,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1322,39947,970.0,4.59e-05,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1323,39947,550.0,3.28e-05,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1324,39947,70.0,3.28e-06,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1325,39947,170.0,1.31e-05,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1326,39947,960.0,3.4899999999999995e-05,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1327,39947,310.0,1.09e-05,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1328,39947,40.0,9.83e-06,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1329,39947,1980.0,5.13e-05,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1330,39947,1710.0,4.04e-05,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1331,39947,200.0,8.74e-06,Terrestrial,2D,3D,kestrels and owls,Microtus spp.
1332,39948,0.11,0.077195033,Freshwater,sessile,2D,Baetis tricaudatus (Banks),Navicula spp.
1333,39948,0.22,0.23313936100000002,Freshwater,sessile,2D,Baetis tricaudatus (Banks),Navicula spp.
1334,39948,0.43,0.24298302300000002,Freshwater,sessile,2D,Baetis tricaudatus (Banks),Navicula spp.
1335,39948,0.63,0.296346033,Freshwater,sessile,2D,Baetis tricaudatus (Banks),Navicula spp.
1336,39948,0.92,0.170968865,Freshwater,sessile,2D,Baetis tricaudatus (Banks),Navicula spp.
1337,39949,0.11,0.166306078,Freshwater,sessile,2D,Ephemerella aurivilli,Navicula spp.
1338,39949,0.22,0.218114825,Freshwater,sessile,2D,Ephemerella aurivilli,Navicula spp.
1339,39949,0.43,0.218114825,Freshwater,sessile,2D,Ephemerella aurivilli,Navicula spp.
1340,39949,0.63,0.24453728600000002,Freshwater,sessile,2D,Ephemerella aurivilli,Navicula spp.
1341,39949,0.92,0.228476574,Freshwater,sessile,2D,Ephemerella aurivilli,Navicula spp.
1342,39950,0.11,0.07978547,Freshwater,sessile,2D,Paraleptophlebia heteronea (McDunnough),Navicula spp.
1343,39950,0.22,0.174595477,Freshwater,sessile,2D,Paraleptophlebia heteronea (McDunnough),Navicula spp.
1344,39950,0.43,0.184957227,Freshwater,sessile,2D,Paraleptophlebia heteronea (McDunnough),Navicula spp.
1345,39950,0.63,0.201017938,Freshwater,sessile,2D,Paraleptophlebia heteronea (McDunnough),Navicula spp.
1346,39950,0.92,0.09688235699999999,Freshwater,sessile,2D,Paraleptophlebia heteronea (McDunnough),Navicula spp.
1347,39951,2.0,3.7875e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1348,39951,4.0,7.32e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1349,39951,8.0,0.000128785,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1350,39951,16.0,0.000223472,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1351,39951,32.0,0.000306713,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1352,39951,64.0,0.00029287,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1353,39952,2.0,2e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1354,39952,4.0,1.59e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1355,39952,8.0,1.6e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1356,39952,16.0,1.0800000000000002e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1357,39952,32.0,1.9e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1358,39952,64.0,0.00029287,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Lymnaea emarginata Say
1359,39953,2.0,3.43e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Helisoma anceps (Menke 1830)
1360,39953,4.0,4.0600000000000004e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Helisoma anceps (Menke 1830)
1361,39953,8.0,9.03e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Helisoma anceps (Menke 1830)
1362,39953,16.0,0.00010497700000000001,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Helisoma anceps (Menke 1830)
1363,39953,32.0,0.000126789,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Helisoma anceps (Menke 1830)
1364,39954,2.0,9.09e-06,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Physa gyrina (Say 1821)
1365,39954,4.0,2.56e-06,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Physa gyrina (Say 1821)
1366,39954,8.0,2.99e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Physa gyrina (Say 1821)
1367,39954,16.0,7.85e-05,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Physa gyrina (Say 1821)
1368,39954,32.0,0.000119794,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Physa gyrina (Say 1821)
1369,39954,64.0,0.00020511599999999998,Freshwater,2D,2D,Glossiphonia complanata (Linnaeus 1758),Physa gyrina (Say 1821)
1370,39955,10.0,0.000110764,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1371,39955,20.0,0.00019513900000000002,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1372,39955,30.0,0.000285995,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1373,39955,40.0,0.00030092599999999997,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1374,39955,50.0,0.000423264,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1375,39955,60.0,0.000454745,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1376,39955,70.0,0.000441435,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1377,39956,10.0,6.78e-05,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1378,39956,20.0,0.00010081,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1379,39956,30.0,0.000204977,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1380,39956,40.0,0.000261227,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1381,39956,50.0,0.000292708,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1382,39956,60.0,0.000375347,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1383,39956,70.0,0.000277778,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1384,39957,10.0,5.13e-05,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1385,39957,20.0,0.000135532,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1386,39957,30.0,0.000234838,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1387,39957,40.0,0.000224884,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1388,39957,50.0,0.000299306,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1389,39957,60.0,0.00041666699999999996,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1390,39957,70.0,0.00034884300000000005,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1391,39958,10.0,9.590000000000001e-05,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1392,39958,20.0,0.00019838,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1393,39958,30.0,0.00026620400000000003,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1394,39958,40.0,0.000353819,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1395,39958,50.0,0.000454745,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1396,39958,60.0,0.0004894680000000001,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1397,39958,70.0,0.00045798599999999996,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1398,39959,10.0,5.79e-05,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1399,39959,20.0,0.000135532,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1400,39959,30.0,0.00019675900000000002,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1401,39959,40.0,0.000233102,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1402,39959,50.0,0.000272801,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1403,39959,60.0,0.00043819400000000004,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1404,39959,70.0,0.000396875,Terrestrial,2D,2D,Curinus coeruleus (Mulsant 1850),Heteropsylla cubana Crawford
1405,39960,1.0,2.56e-06,Marine,2D,2D,Callinectes sapidus Rathbun 1896,Macoma balthica (Linnaeus 1758)
1406,39960,2.0,1.1400000000000001e-05,Marine,2D,2D,Callinectes sapidus Rathbun 1896,Macoma balthica (Linnaeus 1758)
1407,39960,4.0,2.11e-05,Marine,2D,2D,Callinectes sapidus Rathbun 1896,Macoma balthica (Linnaeus 1758)
